LOCATION,RIVMILE,COLL_DATE,Replicate,MoYr,RM_MoYr_Rep,MACRO_GENSPECIES,INDIV
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Stempellina sp.,3
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Tricorythodes sp.,3
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Hexagenia sp.,6
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Microtendipes pedellus gr.,8
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Undetermined Turbellaria,9
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Tanytarsus sp.,34
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Oecetis sp.,2
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Macronychus glabratus,15
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Lepidostoma sp.,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Undetermined Hydrobiidae,2
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Pycnopsyche sp.,2
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Macronychus glabratus,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Dicrotendipes sp.,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Nyctiophylax sp.,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Pagastia orthogonia,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Paralauterborniella sp.,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Polycentropus sp.,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Sialis sp.,1
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Argia sp.,2
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Caenis sp.,2
REGI,3.1,8/10/2016,2,Aug-16,3.1-Aug 2016-2,Coelotanypus sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Stenacron sp.,170
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Ablabesmyia mallochi,5
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Physella sp.,2
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Oecetis sp.,3
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Stelechomyia perpulchra,4
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Tanytarsus sp.,4
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Leucrocuta sp.,5
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Macronychus glabratus,6
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Dicrotendipes sp.,7
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Nyctiophylax sp.,10
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Stenochironomus sp.,29
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Tricorythodes sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Undetermined Turbellaria,11
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Maccaffertium sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Baetis intercalaris,2
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Undetermined Hydrobiidae,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Labrundinia sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Macronychus glabratus,4
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Microtendipes pedellus gr.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Neotrichia sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Paramerina sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Peltodytes sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Polycentropus sp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Thienemannimyia gr. spp.,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Tribelos/Endochironomus/Phaenopsectra Co,1
REGI,3.1,8/10/2016,3,Aug-16,3.1-Aug 2016-3,Agraylea sp.,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Tanytarsus sp.,13
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Caenis sp.,4
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Procladius sp.,4
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Ablabesmyia mallochi,5
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Macronychus glabratus,9
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Undetermined Turbellaria,19
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Stenochironomus sp.,22
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Microtendipes pedellus gr.,34
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Stenacron sp.,49
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Tribelos/Endochironomus/Phaenopsectra Co,3
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Pseudochironomus sp.,5
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Acerpenna pygmaea,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Dicrotendipes sp.,13
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Berosus sp.,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Hexagenia sp.,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Hyalella sp.,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Hydroptila sp.,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Parakiefferiella sp.,3
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Macronychus glabratus,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Stenelmis sp.,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Undetermined Ceratopogonidae,1
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Cryptochironomus sp.,2
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Argia sp.,2
REGI,3.1,8/10/2016,4,Aug-16,3.1-Aug 2016-4,Nyctiophylax sp.,1
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Maccaffertium mediopunctatum,36
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Neureclipsis sp.,6
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Acerpenna pygmaea,6
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Polypedilum flavum,8
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Stenochironomus sp.,9
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Cheumatopsyche sp.,9
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Hydropsyche sp.,9
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Macronychus glabratus,13
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Undetermined Turbellaria,46
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Hydroptila sp.,16
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Undetermined Hydrobiidae,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Plauditus sp.,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Leucrocuta sp.,14
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Caenis sp.,1
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Polycentropus sp.,5
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Macronychus glabratus,1
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Stenacron sp.,51
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Pentaneura sp.,1
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Simulium sp.,1
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Stenelmis sp.,1
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Ferrissia sp.,1
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Baetis intercalaris,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Chimarra aterrima?,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Dicrotendipes sp.,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Thienemannimyia gr. spp.,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Tricorythodes sp.,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Oecetis sp.,2
REGI,3.3,8/10/2016,1,Aug-16,3.3-Aug 2016-1,Undetermined Tanypodinae,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Macronychus glabratus,14
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Nyctiophylax sp.,2
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Hydroptila sp.,3
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Maccaffertium sp.,3
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Plauditus sp.,3
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Polycentropus sp.,5
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Leucrocuta sp.,7
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Undetermined Turbellaria,8
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Stenacron sp.,77
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Acerpenna pygmaea,9
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Stenochironomus sp.,30
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Tricorythodes sp.,2
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Caenis sp.,9
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Microtendipes pedellus gr.,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Ablabesmyia mallochi,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Polypedilum flavum,2
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Labrundinia sp.,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Macronychus glabratus,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Oecetis sp.,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Paramerina sp.,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Simulium sp.,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Stelechomyia perpulchra,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Undetermined Planorbidae,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Undetermined Tanypodinae,1
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Hyalella sp.,2
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Neureclipsis sp.,2
REGI,3.3,8/10/2016,2,Aug-16,3.3-Aug 2016-2,Cheumatopsyche sp.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Macronychus glabratus,13
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Physella sp.,4
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Cheumatopsyche sp.,5
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Oecetis sp.,5
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Baetis intercalaris,6
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Polypedilum flavum,8
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Hydropsyche sp.,9
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Caenis sp.,13
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Stenacron sp.,14
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Hydroptila sp.,16
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Undetermined Turbellaria,24
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Leucrocuta sp.,28
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Maccaffertium sp.,44
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Tricorythodes sp.,4
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Stenochironomus sp.,33
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Labrundinia sp.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Acerpenna pygmaea,14
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Dicrotendipes sp.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Microtendipes pedellus gr.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Microtendipes rydalensis gr.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Nilotanypus sp.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Paramerina sp.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Pentaneura sp.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Thienemannimyia gr. spp.,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Xenochironomus xenolabis,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Undetermined Ephemerellidae,1
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Chimarra obscura,2
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Tanytarsus sp.,2
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Polycentropus sp.,3
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Ceratopsyche sp.,3
REGI,3.3,8/10/2016,3,Aug-16,3.3-Aug 2016-3,Ablabesmyia mallochi,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Tribelos/Endochironomus/Phaenopsectra Co,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Ceraclea sp.,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Labrundinia sp.,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Macronychus glabratus,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Hydropsyche sp.,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Undetermined Polycentropodidae,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Baetis sp.,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Hyalella sp.,1
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Oecetis sp.,4
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Cheumatopsyche sp.,4
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Plauditus sp.,5
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Caenis sp.,5
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Pentaneura sp.,7
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Maccaffertium sp.,9
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Macronychus glabratus,19
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Polypedilum flavum,23
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Stenochironomus sp.,24
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Acerpenna pygmaea,31
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Stenacron sp.,32
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Undetermined Turbellaria,33
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Maccaffertium vicarium,37
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Leucrocuta sp.,41
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Hydroptila sp.,41
REGI,3.3,8/10/2016,4,Aug-16,3.3-Aug 2016-4,Maccaffertium mediopunctatum,51
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Stelechomyia perpulchra,2
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Caenis sp.,2
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Stenochironomus sp.,13
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Labrundinia sp.,2
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Polypedilum flavum,2
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Synorthocladius sp.,3
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Tanytarsus sp.,3
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Tricorythodes sp.,3
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Baetis intercalaris,6
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Macronychus glabratus,10
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Stempellinella sp.,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Leucrocuta sp.,7
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Heterocloeon curiosum,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Maccaffertium sp.,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Undetermined Turbellaria,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Acroneuria lycorias,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Macronychus glabratus,4
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Maccaffertium mediopunctatum,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Microtendipes rydalensis gr.,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Rheocricotopus sp.,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Rheotanytarsus exiguus gr.,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Rheotanytarsus pellucidus,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Thienemannimyia gr. spp.,1
REGI,4,8/10/2016,1,Aug-16,4-Aug 2016-1,Acerpenna pygmaea,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Undetermined Hydrobiidae,4
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Tricorythodes sp.,2
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Acerpenna pygmaea,3
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Baetis intercalaris,3
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Maccaffertium sp.,4
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Stenochironomus sp.,6
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Leucrocuta sp.,8
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Synorthocladius sp.,8
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Polypedilum flavum,19
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Physella sp.,2
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Maccaffertium mediopunctatum,16
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Cricotopus/Orthocladius Complex,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Undetermined Turbellaria,2
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Acentrella sp.,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Cricotopus sp.,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Neureclipsis sp.,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Oecetis sp.,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Rheotanytarsus pellucidus,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Stelechomyia perpulchra,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Stenacron sp.,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Thienemanniella sp.,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Thienemannimyia gr. spp.,1
REGI,4,8/10/2016,2,Aug-16,4-Aug 2016-2,Stenelmis sp.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Undetermined Baetidae,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Stenacron sp.,2
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Paramerina sp.,2
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Leucrocuta sp.,17
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Tricorythodes sp.,2
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Polycentropus sp.,2
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Labrundinia sp.,3
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Undetermined Turbellaria,3
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Acerpenna pygmaea,4
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Macronychus glabratus,5
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Maccaffertium mediopunctatum,7
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Stenochironomus sp.,12
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Maccaffertium sp.,10
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Ablabesmyia mallochi,2
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Oecetis sp.,2
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Cheumatopsyche sp.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Epeorus sp.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Lepidostoma sp.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Paragnetina immarginata,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Pycnopsyche sp.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Rheotanytarsus exiguus gr.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Simulium sp.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Stelechomyia perpulchra,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Stenelmis sp.,1
REGI,4,8/10/2016,3,Aug-16,4-Aug 2016-3,Polypedilum flavum,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Macronychus glabratus,19
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Thienemannimyia gr. spp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Ceratopsyche morosa,2
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Acroneuria sp.,2
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Maccaffertium mediopunctatum,4
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Caenis sp.,5
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Polypedilum flavum,5
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Synorthocladius sp.,5
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Stenochironomus sp.,20
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Maccaffertium sp.,7
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Thienemanniella sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Undetermined Leptophlebiidae,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Undetermined Turbellaria,7
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Labrundinia sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Stenelmis sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Undetermined Hydrobiidae,2
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Stenelmis sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Macronychus glabratus,3
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Dubiraphia sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Leucrocuta sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Neureclipsis sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Oecetis sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Physella sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Polycentropus sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Polypedilum fallax gr.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Promoresia sp.,1
REGI,4,8/10/2016,4,Aug-16,4-Aug 2016-4,Dicrotendipes sp.,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Maccaffertium sp.,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Cricotopus/Orthocladius Complex,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Cricotopus sp.,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Helicopsyche borealis,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Tvetenia vitracies,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Baetis flavistriga,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Caenis sp.,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Cheumatopsyche sp.,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Epeorus sp.,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Heptagenia sp.,1
REGI,7.8,8/10/2016,1,Aug-16,7.8-Aug 2016-1,Serratella serratoides,1
